NomVideo	Duree	Interaction	InterventionCourte	InterventionLongue	SPonctuel	SLocalise	SPresent	SRegulier	SImportant	DistributionLocuteur	TransitionLocuteur	Parole	Musique	Parole+Musique	Parole+NonMusique	NonParole+Musique	NonParole+NonMusique	VisageNombreMin	VisageNombreMax	NombreTransitionPlan	IntraVariationMoyen
Aabbey1-IsraelAt61ContinuouslyMovingForwardRabbiDrDonnielHartm969.xml	294	90.15	0.28	0.0	0.0	0.0	0.0	0.0	89.75	100.0	0.0	49.4	89.63	41.62	7.51	48.01	1.91	0	0	0.115692535518	0.0
Aabbey1-MelilahHellnerEshedWaysOfRememberingSinai2176.xml	4898	0.0	0.27	0.0	0.0	0.0	3.82	93.45	0.0	100.0	0.266773331537	95.92	26.3	23.02	72.88	3.28	0.78	0	0	0.000416833330527	0.0
Aabbey1-MicahGoodmanTheComplexitiesOfIsraeliIdentity348.xml	5635	0.15	0.24	0.19	0.0	0.0	0.36	58.95	29.85	100.0	0.383268156227	94.33	34.31	29.99	64.31	4.31	1.31	0	4	0.0444049383961	6.33372561149
Aabbey1-RachelSabathBeitHalachmiThreeModelsOfTorahOnCelebrating136.xml	402	93.34	0.0	3.62	0.0	0.0	3.62	0.0	92.94	100.0	0.061879656444	87.82	94.4	86.71	0.87	7.69	0.0	0	1	0.123759312888	3.96930436157
Aabbey1-SoloveitchikTheRabbiAndHartmanThePhilosopher602.xml	458	9.43	3.33	0.0	0.0	7.31	0.0	0.0	52.34	100.0	4.43355389867	75.79	73.08	50.05	25.36	23.02	0.52	0	1	0.190690490265	5.9467724656
Aaronjupiter-MuscleUp759.xml	1714	0.29	0.68	4.22	0.0	3.77	0.0	0.0	70.66	100.0	0.292736459577	62.1	23.16	16.09	45.94	7.07	13.15	0	3	0.541222058986	6.48392831905
ABCNewspapers-BlackBeltGranny347.xml	90	0.0	0.0	60.98	0.0	0.0	0.0	0.0	60.98	100.0	1.23456790123	79.79	66.89	49.2	29.88	17.69	0.9	0	0	6.17283950618	6.79525722268
ABCNewspapers-ChemnitzerConcertina100.xml	123	0.0	5.63	56.38	0.0	2.46	0.0	0.0	59.54	100.0	0.660982219578	71.4	67.8	40.89	29.85	26.91	1.21	0	1	1.32196443915	2.694282886
Abird-ThrownFromTheHolidayTrain826.xml	290	26.23	0.65	6.74	0.0	3.19	0.0	0.0	74.29	100.0	0.594530321045	82.9	31.55	16.34	66.26	15.21	1.54	0	9	6.42092746731	9.08448379651
AbsoluteDisaster-CraigTheWerewolf1753.xml	63	0.0	8.4	59.86	0.0	8.4	0.0	0.0	59.86	100.0	2.51952632905	71.01	43.97	22.17	44.65	21.8	4.56	0	2	47.8710002519	5.70359574835
ACDigest-AnnapolisCityDigest107788.xml	1851	0.0	0.13	1.08	0.0	0.0	56.83	4.69	33.0	100.0	0.169283705189	74.0	15.22	12.09	61.85	3.13	2.13	0	3	0.312299249227	6.36636295848
AceWebsites-HowToFindAndInstallATheme591.xml	758	3.48	4.6	11.27	0.0	0.0	0.0	0.0	67.21	100.0	1.74045015003	67.85	39.06	14.98	52.77	24.08	7.83	0	2	0.765798066012	8.54410352945
Acnethai-414.xml	584	3.53	3.31	7.17	0.0	7.5	0.0	0.0	71.2	100.0	2.19905235503	66.25	54.66	32.25	33.89	22.41	11.11	0	1	0.0586413961344	8.05921234607
Acquia-Acquia2MinVideoEnterprise20LaunchpadRound2383.xml	134	0.0	0.0	99.24	0.0	0.0	0.0	0.0	99.24	100.0	0.0	99.32	14.25	14.08	83.8	0.17	0.38	0	0	0.556916907997	0.0
Actorsandcrew-TheBigBreak844.xml	70	0.0	16.34	26.86	0.0	0.0	0.0	0.0	43.2	100.0	2.04081632653	48.29	78.0	29.29	17.59	48.71	1.41	0	0	2.04081632653	0.0
Actorschecklist-ArgentinasBikinisAndSoccerBallsTranceBandTSpigotJunebugs517.xml	602	20.21	0.23	15.34	0.0	26.08	0.0	0.0	20.31	100.0	0.496683259566	27.65	77.31	16.61	10.88	60.7	11.31	0	2	3.44918930254	7.10531256873
Actorschecklist-DeadlyPursuitCarChaseThrillerFastestBassGuitaristHollywo111.xml	600	3.09	2.97	9.37	0.0	33.75	0.0	0.0	2.4	100.0	0.361111111112	25.48	68.92	11.59	13.74	57.33	16.9	0	2	3.05555555555	7.06166037968
Actorschecklist-TurboTheTrailerAndFilmComposerJermaineStegallConductsTh636.xml	300	1.45	2.67	6.68	0.0	10.06	0.0	0.0	0.74	100.0	0.444444444443	10.34	25.8	7.77	2.56	18.03	2.44	0	1	3.22222222222	7.38133882263
Adobedreamer-ApplicationWorkspaceOverview128.xml	275	0.0	0.0	0.0	0.0	0.0	0.0	22.81	74.4	100.0	8.06611570247	90.71	67.02	57.97	32.14	9.05	0.19	0	1	0.661157024793	2.42118338701
Adobedreamer-Basics313.xml	2311	0.15	0.04	0.0	0.0	0.0	0.24	64.74	26.4	100.0	1.2208089507	85.48	59.27	46.08	39.34	13.19	1.33	0	1	0.10110994377	7.13393256209
Adobedreamer-CleaningUpYourCode369.xml	311	0.0	0.0	0.0	0.0	0.0	10.73	5.16	75.77	100.0	4.03221637492	94.28	40.93	35.92	57.93	5.01	0.59	0	0	0.620340980759	3.76673632946
Adobedreamer-CodeToolbar161.xml	682	0.64	0.49	5.33	0.0	0.0	1.42	6.7	79.58	100.0	2.57995717271	90.33	43.68	34.65	55.4	9.03	0.53	0	0	0.10749821553	3.5077639695
Adobedreamer-ConstructionOfABasicWebsite690.xml	2267	2.43	0.32	0.0	0.0	0.0	2.74	40.51	45.92	100.0	1.05656638496	79.49	62.72	44.0	35.44	18.72	1.76	0	1	0.1517719669	8.00030107157
Adobedreamer-CoveredInTisCourse132.xml	193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.94	100.0	0.536927165829	97.03	56.58	54.59	42.16	1.99	0.38	0	0	0.268463582915	0.0
Adobedreamer-CreatingNewPages952.xml	166	0.0	0.0	96.71	0.0	17.86	0.0	0.0	78.86	100.0	0.362897372623	35.73	11.02	10.7	24.34	0.33	0.12	0	0	3.26607635361	5.89777528536
Adobedreamer-DreamweaverViewOptions911.xml	163	0.0	0.0	0.0	0.0	0.0	0.0	15.5	81.98	100.0	13.9260039896	91.08	79.57	71.54	19.26	8.03	0.0	0	0	3.76378486206	2.85804465942
Adobedreamer-HowToCreateAnEmailLink283.xml	108	15.48	0.0	12.13	0.0	0.0	0.0	0.0	76.21	100.0	0.0	84.25	47.31	33.57	49.45	13.75	1.66	0	0	5.14403292181	1.46859246465
Adobedreamer-Introduction127.xml	69	0.0	12.12	0.0	0.0	0.0	0.0	0.0	92.03	100.0	0.0	89.91	53.77	45.03	42.82	8.74	0.52	0	0	2.10039907583	0.0
Adobedreamer-TheBasics983.xml	1342	0.72	0.73	0.99	0.0	0.0	0.31	4.28	89.26	100.0	0.843992439605	93.06	20.0	15.3	77.7	4.7	2.11	0	0	0.033315491037	2.82297913727
Adobedreamer-TheDocumentToolbar845.xml	864	32.8	0.0	10.88	0.0	0.0	0.0	11.35	82.86	100.0	0.160751028807	45.5	6.96	5.68	39.68	1.27	0.6	0	1	0.281314300412	4.98054801402
Adobedreamer-TheInsertBar208.xml	305	0.0	0.0	0.0	0.0	0.0	3.26	0.0	94.79	100.0	0.107497984413	98.81	3.93	3.61	94.52	0.32	0.6	0	0	0.214995968826	2.17346784497
Adobedreamer-TheStructureOfXMLCode806.xml	362	23.14	3.73	5.27	0.0	0.0	0.0	0.0	86.59	100.0	3.12872012453	22.42	6.13	4.49	17.48	1.65	1.09	0	0	0.53417172858	2.28436283083
Adobedreamer-using_mysql_admin852.xml	549	7.96	1.18	0.0	0.0	0.0	0.0	0.0	76.65	100.0	2.95287673233	16.71	9.23	8.01	8.49	1.23	0.08	0	0	0.530854244015	3.89838553204
Adobedreamer-WhatIsMySQL343.xml	251	0.0	0.0	9.86	0.0	0.0	0.0	0.0	96.06	100.0	0.0	53.57	20.84	18.52	34.59	2.32	0.19	0	0	0.317455278488	7.58858699049
Adobedreamer-XMLBasics582.xml	357	0.0	1.92	0.0	0.0	0.0	0.0	3.18	82.86	100.0	3.13851030608	11.91	4.37	4.24	7.67	0.13	0.03	0	0	0.863090334174	3.61648872494
Adobefireworks-BlurDodgeAndSharpen840.xml	205	9.84	3.04	9.6	0.0	0.0	0.0	0.0	71.93	100.0	1.90362879239	76.0	59.61	39.9	35.57	19.71	4.09	0	0	0.713860797146	0.53649190275
Adobefireworks-BrushPreserve315.xml	60	0.0	15.0	0.0	0.0	6.18	0.0	0.0	82.28	100.0	5.55555555555	92.24	59.5	54.19	36.17	5.31	0.83	0	0	2.77777777778	0.0
Adobefireworks-FireworksSmartWebIntergration409.xml	1293	1.03	1.5	0.0	0.0	0.0	1.64	1.15	83.17	100.0	1.14842907463	80.64	28.91	17.67	62.94	11.24	8.04	0	0	0.179442042912	3.69957768741
Adobefireworks-ImageMasks896.xml	231	13.81	0.0	0.0	0.0	0.0	0.0	0.0	92.39	100.0	0.0	93.09	54.5	48.56	44.06	5.95	0.96	0	0	0.562208354416	3.03627530375
Adobefireworks-ImportAndExportWithFireworksCS3111.xml	638	22.92	1.41	0.0	0.0	0.0	0.0	0.0	94.06	100.0	0.221106317745	16.08	4.33	3.46	12.44	0.87	0.48	0	1	0.343943160936	5.63197679643
Adobefireworks-WorkingWithLayersCS3Style263.xml	1373	2.68	0.68	0.0	0.0	0.0	0.1	16.74	74.82	100.0	1.13520082711	88.29	21.91	14.73	73.49	7.18	4.5	0	1	0.0477420908596	3.40010468836
Adventcalendar-December15th618.xml	60	85.72	0.0	0.0	0.0	0.0	0.0	0.0	84.5	100.0	0.0	79.91	24.67	13.74	65.23	10.93	1.6	0	1	13.8888888889	7.50039428809
Adventcalendar-December17th902.xml	47	0.0	0.0	80.98	0.0	0.0	0.0	0.0	80.98	100.0	0.0	70.57	14.68	7.07	60.85	7.61	0.0	0	0	4.52693526483	1.85139396601
Adventcalendar-December18th499.xml	40	0.0	0.0	77.88	0.0	0.0	0.0	0.0	77.88	100.0	0.0	79.92	27.75	19.0	58.09	8.75	0.41	0	2	12.5	7.33695974551
Aerobroken-ABNRockUpdate11072008WS229.xml	557	0.71	0.0	2.08	0.0	0.0	1.04	2.28	88.45	100.0	0.83803654484	60.25	83.05	47.92	12.06	35.13	4.48	0	1	0.0966965244047	9.78176622729
Aerobroken-ABNRockUpdate12052008776.xml	577	0.0	0.0	17.34	0.0	0.0	0.0	0.0	85.88	100.0	0.570692249698	17.5	97.75	16.4	0.91	81.35	0.74	0	1	0.150182170973	9.07315395875
Agaelebe-14EDTEDCarlosBrando444.xml	2624	13.81	4.89	6.47	0.0	0.73	0.0	0.0	71.1	100.0	0.294827762492	74.81	97.1	72.6	2.18	24.49	0.57	0	1	0.00871412105888	4.66553349311
Agahran-ClosetCollapsePart1534.xml	59	34.14	14.76	22.53	0.0	0.0	0.0	0.0	69.2	100.0	0.0	75.61	53.05	32.24	41.75	20.81	1.3	0	0	2.87273771905	0.0
AGORANEWS3-Villaverde01175.xml	86	8.94	2.33	0.0	0.0	0.83	0.0	0.0	19.16	100.0	6.76041103299	2.69	9.65	2.69	0.0	6.96	0.0	0	2	20.281233099	5.30210773836
AGORAVIDEOS4-animalesNocturnosEnElESTAS405.xml	137	0.0	1.73	40.8	0.0	0.0	0.0	0.0	76.5	100.0	4.26234748788	69.16	62.92	38.95	29.73	23.97	6.33	0	2	2.13117374394	8.05381440082
AIMTV-SeymourHershUSIsFundingAlQaedaToCounterIran937.xml	2066	0.0	0.0	0.0	0.0	0.0	15.12	31.45	52.14	100.0	0.100741362717	93.22	20.73	17.63	75.52	3.11	3.27	0	2	0.171026034379	3.55271745108
Akachan-XF3ARMYProjectPromo360.xml	55	0.0	15.11	0.0	0.0	15.11	0.0	0.0	0.0	100.0	0.0	9.88	77.64	4.97	2.91	72.66	4.0	0	0	3.30578512396	0.0
AlanTaylor925-ALANANDREWTAYLORFILMMAKERSHOWREEL915.xml	122	9.91	0.0	9.61	0.0	6.43	0.0	0.0	12.95	100.0	0.67186240258	21.62	71.31	7.25	12.55	64.06	7.7	0	6	24.1870464929	5.05566319901
AlanTaylor925-EdinburghFestivalFringe114.xml	584	27.82	5.75	24.05	0.0	31.65	0.0	0.0	27.27	100.0	0.527772565209	34.61	47.19	10.93	23.67	36.26	15.57	0	2	1.14350722462	5.21078873313
AlanTaylor925-FalklandsWarRemembrance209.xml	589	2.46	0.66	28.41	0.0	23.93	0.0	0.0	9.82	100.0	0.172950037616	46.89	59.35	22.7	24.19	36.65	5.1	0	4	1.90245041379	4.71612104314
AlanTaylor925-LastVoyageOfTheQE2755.xml	238	12.98	0.0	0.0	0.0	0.0	0.0	0.0	73.86	100.0	1.0592472283	70.12	47.82	22.78	47.12	25.04	4.01	0	2	3.88390650378	7.35243438742
AlanTaylor925-MindOfObsession262.xml	1794	7.41	5.24	6.35	0.0	4.81	0.0	0.0	47.58	100.0	0.301388624785	63.71	58.25	25.55	38.06	32.7	3.49	0	0	0.00310709922459	0.0
Albarra-12_2_29518.xml	149	0.0	0.0	77.75	0.0	0.0	0.0	0.0	77.75	100.0	0.0	22.54	19.46	19.46	2.42	0.0	0.0	0	0	0.450430160803	0.0
Albarra-12_2_41158.xml	213	6.0	1.52	0.0	0.0	0.43	0.0	0.0	67.31	100.0	10.1390817519	71.95	48.69	27.39	44.11	21.29	2.88	0	0	0.220414820692	0.0
Albarra-12_2_56990.xml	441	0.0	0.86	0.0	0.0	0.2	0.0	0.0	49.05	100.0	10.2323620302	95.51	72.0	71.52	23.69	0.48	0.03	0	0	0.0514189046746	0.0
Albarra-A1_4865.xml	314	0.0	0.43	0.0	0.0	0.29	0.0	0.0	83.06	100.0	11.7651831717	2.18	49.65	0.54	1.48	49.11	48.33	0	0	0.10142399286	0.0
Albarra-activity2_1946.xml	363	7.7	15.8	0.0	0.0	0.79	0.0	0.0	59.74	100.0	2.65616343753	51.17	49.83	14.33	36.7	35.51	13.03	0	0	0.379451919647	2.55306376978
Albarra-latexshort711.xml	246	31.16	2.44	55.35	0.0	0.0	0.0	0.0	87.42	100.0	0.0	54.63	26.42	10.08	44.34	16.34	27.13	0	0	3.47015665278	4.49886214674
Albarra-limitCalculusMathDerivativeTangentLineLinearEquationInte958.xml	460	2.61	4.23	0.0	0.0	0.68	0.0	0.0	72.98	100.0	3.92249527411	36.6	41.87	8.26	28.23	33.61	29.49	0	0	0.0472589792061	0.0
Albarra-MA123Set005Part3124.xml	521	0.0	3.23	0.0	0.0	0.45	0.0	0.0	78.56	100.0	4.08928643795	22.52	41.36	4.55	17.87	36.81	40.51	0	0	0.110521255079	1.66423182891
Albarra-MeanValueTheorem1456.xml	357	0.0	4.87	4.9	0.0	2.78	0.0	0.0	74.13	100.0	4.78622821678	20.83	39.08	5.02	15.54	34.06	41.72	0	0	0.235388272956	4.46484899816
Albarra-MeanValueTheorem2541.xml	461	10.53	7.25	3.33	0.0	2.55	0.0	0.0	61.37	100.0	2.35270867349	10.81	48.63	2.6	8.0	46.03	40.49	0	0	0.470541734698	8.01182747978
Albarra-part12675.xml	659	0.0	2.78	10.96	0.0	0.0	0.19	0.89	85.99	100.0	1.42764707643	79.22	32.15	18.43	60.7	13.72	6.93	0	0	0.0230265657489	0.0
Albarra-part5590.xml	545	0.0	5.14	0.0	0.0	0.29	0.0	0.0	77.16	100.0	4.54507196363	23.28	14.64	4.61	18.68	10.04	4.24	0	0	0.471340796229	4.05527193
Albarra-Problem12217124.xml	256	26.81	0.0	0.0	0.0	0.0	2.59	1.71	85.21	100.0	2.89916992188	79.02	30.27	19.88	58.76	10.39	7.21	0	0	0.152587890625	0.0
Albarra-Problem12315755.xml	365	0.0	1.1	0.0	0.0	0.0	0.0	0.0	17.2	100.0	4.27847626197	60.25	52.93	52.91	6.71	0.02	0.0	0	0	0.150121974104	1.40558683776
Albarra-Problem1234514.xml	253	0.0	9.31	16.08	0.0	0.0	0.0	0.0	25.39	100.0	0.0	42.49	37.75	37.73	4.31	0.02	0.0	0	0	0.312456060866	6.0949275918
Albarra-QuranPart1_2ndversion977.xml	447	2.34	6.46	8.56	0.0	0.0	0.0	0.0	47.85	100.0	0.750716934673	2.36	69.19	2.0	0.24	67.2	30.14	0	0	0.200191182579	4.72791164345
Albarra-QuranPart2675.xml	595	0.91	4.48	0.0	0.0	9.68	0.0	0.0	60.92	100.0	2.76816608997	35.05	61.48	23.14	11.81	38.34	26.44	0	0	0.423698891321	3.95610630418
Albarra-QuranPart5845.xml	421	23.54	4.19	22.27	0.0	0.0	0.0	0.0	81.37	100.0	0.902725667311	26.51	30.07	13.19	13.07	16.88	18.52	0	1	1.29766814676	4.58898787891
Albarra-Review3SectionIProblem3378.xml	385	51.77	0.9	39.18	0.0	0.0	0.0	0.0	90.05	100.0	0.269860010119	54.8	32.42	10.57	44.1	21.85	22.97	0	0	0.0674650025299	0.0
Albarra-Set007Problem15207.xml	324	0.0	3.41	3.19	0.0	0.0	0.0	0.0	66.71	100.0	8.19234872731	25.35	50.65	5.47	19.72	45.18	29.26	0	0	0.571559213534	4.42007855696
Albarra-Set007Problem2326.xml	344	0.0	12.26	3.12	0.0	2.55	0.0	0.0	54.54	100.0	5.23931855058	8.31	12.21	3.02	5.29	9.19	8.4	0	0	0.338020551648	5.03902810049
Albarra-Set007Problem6316.xml	189	0.0	6.04	0.0	0.0	4.6	0.0	0.0	76.49	100.0	17.6366843033	20.99	18.04	2.33	18.39	15.71	14.2	0	0	0.279947369895	0.0
Albarra-SubtractionMadeEasy779.xml	269	51.77	2.97	35.18	0.0	0.0	0.0	5.94	83.57	100.0	0.690979947762	69.71	34.35	17.41	51.94	16.94	8.65	0	0	0.276391979105	4.86768314501
Alecmuffett-ITFuturologyWhatCouldHappenToTheWebBy2012423.xml	2353	0.0	0.0	0.0	0.0	0.0	1.37	14.28	83.43	100.0	0.198677565997	96.94	7.72	6.94	89.93	0.78	0.91	0	1	0.0415416728904	10.6816979257
Alefarendsen-SpringSourceToolSuiteErrorAnalysis486.xml	223	0.0	3.46	4.83	0.0	5.43	0.38	0.0	77.87	100.0	8.24468619919	80.71	30.0	14.74	65.62	15.26	3.62	0	0	0.0	0.0
Alexodam-JoeThinksAlexIsAwesome650.xml	7	0.0	86.71	0.0	0.0	0.0	0.0	0.0	86.71	100.0	0.0	83.66	28.57	28.57	37.94	0.0	2.06	0	0	204.081632653	0.0
Alfocus-BannedBooksWeekIdLikeToFindBLEEP872.xml	115	11.44	17.87	9.12	0.0	0.0	0.0	0.0	36.71	100.0	0.0	6.95	11.91	3.15	3.0	8.77	1.78	0	1	9.07372400757	6.38644735158
AliaK-VloMo08Day3PalmBeachSydney662.xml	237	8.37	9.51	0.0	0.0	12.19	0.0	0.0	3.55	100.0	0.890170734747	46.68	34.01	14.47	31.45	19.54	33.74	0	1	0.356068293899	2.65079765046
Allusel-AquaticaTheUnderwaterAdventure954.xml	99	0.0	6.86	0.0	0.0	6.86	0.0	0.0	0.0	100.0	0.0	10.64	53.33	10.64	0.0	42.69	0.0	0	1	15.3045607591	7.12508483216
AmnestyVlaanderen-AnnVanElsen532.xml	82	0.0	0.0	85.57	0.0	0.0	0.0	0.0	85.57	100.0	0.0	27.47	7.68	7.45	18.72	0.23	0.18	0	0	4.46162998216	6.22913913287
Andrekleinnett-DSCN0070250.xml	19	0.0	0.0	99.95	0.0	0.0	0.0	0.0	99.95	100.0	0.0	25.6	92.63	23.81	1.79	68.82	5.58	0	0	0.0	0.0
Anglicantv-FCA2009BishopBenn159.xml	617	0.0	1.5	0.0	0.0	0.0	0.0	0.0	89.62	100.0	0.1050726446	87.77	30.49	22.23	65.37	8.26	3.82	0	0	0.1050726446	4.7619242383
Anglicantv-FCA2009InterviewWithArchbishopJensenAndArchbishopVeneabl988.xml	1234	0.0	0.21	0.0	0.0	0.0	0.06	6.89	85.73	100.0	0.269248651787	86.57	26.42	19.29	67.14	7.13	6.26	0	2	0.0197011208624	6.57306827985
AnimalTVorg-movie_107997.xml	35	0.0	0.0	0.0	0.0	0.0	0.0	15.49	82.71	100.0	16.3265306123	62.17	44.29	20.48	36.75	23.81	6.39	0	4	65.3061224489	7.39393009548
Antonwithagen-Wired665.xml	287	7.18	3.28	10.82	0.0	1.96	0.0	0.0	49.12	100.0	2.54950284694	6.31	6.76	5.56	0.38	1.2	0.03	0	1	8.25553302819	6.81327890392
Aramistech-RemoteAccessAnywhereFREEOnTheIphonePART2475.xml	488	0.95	3.25	16.16	0.0	0.0	0.0	0.0	84.33	100.0	0.965802203709	80.7	30.43	24.42	56.09	6.01	12.66	0	1	0.629871002418	8.00037859662
ArchiveTVClassics-gam4_512kb544.xml	1053	10.12	1.22	3.42	0.0	12.16	7.15	14.78	51.67	100.0	1.00107412548	28.42	82.66	16.78	11.53	65.88	5.63	0	2	0.568177206354	5.96053921083
Around2seas-DepartureDay964.xml	320	0.0	7.08	21.28	0.0	6.2	0.0	0.0	39.35	100.0	0.5859375	17.11	71.13	8.66	8.45	62.47	17.14	0	2	0.68359375	6.8157085894
Arsantiguapresents-JeremiahClarke16741707MusicFromTheIslandPrincess694.xml	560	0.0	0.63	0.0	0.0	0.63	0.0	0.0	0.0	100.0	0.0	8.63	99.7	8.62	0.02	91.08	0.29	0	7	0.255102040816	8.80784486208
Artesvisuales-CampusDokeos735.xml	369	3.67	0.0	0.0	0.0	0.0	0.0	0.0	96.25	100.0	0.440654813051	97.47	16.31	15.25	81.99	1.07	0.91	0	2	0.293769875369	5.14802080195
Auxy-nanochromaticRemix205.xml	23	0.0	10.61	0.0	0.0	10.61	0.0	0.0	0.0	100.0	0.0	16.17	87.83	10.78	2.61	77.04	1.3	0	0	18.9035916824	0.0
Avelx-CursorFollowEffect951.xml	354	2.08	4.32	30.14	0.0	1.46	0.0	0.0	81.76	100.0	1.11717577963	27.18	4.66	3.97	22.9	0.69	0.52	0	0	0.638386159788	7.746200287
Avelx-FirstLookAtBlender595.xml	352	32.37	0.0	65.34	0.0	0.0	0.0	0.0	97.29	100.0	0.242122933884	15.46	4.26	3.81	11.3	0.45	0.23	0	1	1.12990702479	8.65807636933
BatmanGeek-IDontSnoreDoI418.xml	118	0.0	11.35	12.53	0.0	6.36	0.0	0.0	48.86	100.0	5.02729100833	45.23	81.69	33.71	11.09	47.98	5.27	0	1	6.46365986786	5.28598813269
BatmanGeek-TheBestOfTheBest588.xml	53	0.0	0.0	21.57	0.0	0.0	0.0	0.0	21.57	100.0	0.0	16.66	74.53	14.15	0.57	60.38	0.0	0	0	10.6799572802	8.29725696123
Bicyclemark-bmtv83Lisbon1974848.xml	386	6.64	2.3	0.0	0.0	12.87	17.6	14.04	47.4	100.0	2.14770866332	36.07	66.06	25.34	10.44	40.73	2.7	0	2	4.22830143091	6.8005370483
Bicyclemark-bmtv91NJVoterFraud656.xml	344	0.0	0.0	97.14	0.0	0.0	0.0	0.0	97.14	100.0	0.0	30.23	3.6	3.25	26.66	0.35	2.58	1	1	0.0845051379125	0.0
BIF-BIF4MattCottam203.xml	1350	39.54	1.82	4.71	0.0	13.5	0.0	0.0	66.03	100.0	0.164609053498	73.5	54.41	42.44	30.97	11.97	1.64	0	2	0.241426611797	6.29246509218
BIF-SaulKaplanAtBIF4686.xml	861	2.99	0.0	0.0	0.0	0.0	0.0	2.86	95.85	100.0	0.0539577322105	90.77	36.48	30.67	59.88	5.81	2.44	0	3	0.634003353473	5.30150889928
BliptvLearningCenter-ProducerEditorVuBuiNoodleScar688.xml	218	0.0	0.0	0.0	0.0	0.0	0.0	9.54	86.12	100.0	1.89377998485	73.52	57.66	40.41	32.3	17.25	7.83	1	1	0.420839996633	2.34897268157
BobCollins-EdNicholsonWithTysonFoodsPresentsToSocialMediaBreakfast984.xml	102	0.0	0.0	96.11	0.0	0.0	0.0	0.0	96.11	100.0	0.0	90.35	5.78	4.7	84.67	1.09	5.53	0	1	0.961168781238	7.53024084775
