NomVideo	Duree	Interaction2Locuteurs	Interaction3Locuteurs	Interaction4Locuteurs	Interaction4+Locuteurs	InterventionCourte	InterventionLongue	SPonctuel	SLocalise	SPresent	SRegulier	SImportant	DistributionLocuteur	TransitionLocuteur	Parole	Musique	Parole+Musique	Parole+NonMusique	NonParole+Musique	NonParole+NonMusique	VisageNombreMin	VisageNombreMax	NombreTransitionPlan	IntraVariationMoyen
MeetCleaverTheatre-MCTShatterSavage425.xml	393	6.9	0.0	0.0	0.0	11.56	19.89	0.0	17.24	0.0	0.0	40.96	100.0	0.841701791529	53.15	66.9	28.47	24.07	38.43	8.2	0	2	2.78409054122	6.16710165853
ArchiveTVClassics-radarmen_chapter2_512kb836.xml	803	14.6	3.17	31.14	31.14	4.58	0.0	0.0	31.71	0.0	0.0	47.95	100.0	1.03906738274	15.03	87.9	5.88	9.0	82.02	2.83	0	2	1.6904230555	6.42619060042
ArchiveTVClassics-gam13_512kb201.xml	995	11.89	10.69	53.17	53.17	1.35	0.0	0.0	13.3	0.0	0.0	68.94	100.0	1.38380343931	27.83	84.54	18.59	9.09	65.95	6.08	0	2	0.585843791823	5.26231214424
ArchiveTVClassics-uk8archive_512kb506.xml	1011	4.3	4.67	63.43	63.43	2.73	8.39	0.0	22.37	0.0	0.0	55.43	100.0	1.75126036937	47.08	61.81	19.94	27.06	41.87	10.97	0	2	1.0664099456	5.70514193673
ArchiveTVClassics-WS07The_Double_Doom_512kb360.xml	1055	6.54	0.0	52.58	52.58	4.86	3.7	0.0	11.29	0.0	0.0	62.58	100.0	1.6980750657	29.19	96.27	26.89	2.16	69.38	1.37	0	1	0.601963118528	5.49912187749
MeetCleaverTheatre-MCTSuperstarletAD176.xml	340	55.78	0.0	0.0	0.0	7.99	6.12	0.0	22.15	0.0	0.0	53.0	100.0	0.951557093426	75.56	48.12	33.11	42.2	15.01	7.62	0	0	0.0865051903115	0.0
ArchiveTVClassics-ep6_512kb569.xml	1059	10.9	3.57	31.38	31.38	4.16	6.26	0.0	31.82	0.0	0.0	33.38	100.0	1.2037653781	32.8	69.73	19.86	12.79	49.87	17.19	0	2	0.873844496697	5.61568511189
ArchiveTVClassics-gam4_512kb544.xml	1053	13.18	7.26	54.32	54.32	1.22	3.42	0.0	12.16	7.15	14.78	51.67	100.0	1.00107412548	28.42	82.66	16.78	11.53	65.88	5.63	0	2	0.568177206354	5.96053921083
Gvtvnews-GVTVNews112508NCTV11787.xml	1722	5.5	30.08	24.52	24.52	1.25	17.48	0.0	4.17	0.0	0.0	75.87	100.0	0.0708195235261	70.53	40.0	20.17	50.28	19.83	8.95	0	9	0.367587050684	6.32570264077
ArchiveTVClassics-sj9_512kb757.xml	1290	6.02	5.44	46.57	46.57	0.81	6.07	0.0	13.21	0.0	0.0	50.22	100.0	0.955471425992	37.24	70.65	16.75	20.38	53.91	8.76	0	3	0.174268373295	5.51014017751
Eduardoquezada-EditorialDeEduardoQuezadaEscandon774.xml	136	94.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.13	100.0	1.08131487889	90.39	22.13	14.76	75.63	7.37	2.24	0	1	4.32525951557	6.12268027809
ArchiveTVClassics-zfl12_512kb888.xml	998	9.94	5.24	48.95	48.95	2.89	3.76	0.0	11.6	0.0	0.0	66.02	100.0	1.27509528074	25.44	70.36	10.88	14.5	59.48	14.81	0	3	1.28513540106	5.93075158279
Gvtvnews-Aug_29325.xml	1717	1.21	5.46	72.62	72.62	1.45	4.59	0.0	4.11	0.0	0.0	78.81	100.0	0.566468651387	58.73	35.55	14.89	43.81	20.66	20.14	0	3	0.359554952377	6.06803114246
GVTVNEWS-GVTVNews072007518.xml	1570	7.91	25.83	44.58	44.58	0.0	8.06	0.0	0.0	2.13	7.77	82.59	100.0	0.105480952574	66.4	33.25	14.71	51.65	18.54	14.91	0	9	0.19473406629	7.31507173903
ArchiveTVClassics-part11_512kb577.xml	1128	6.83	6.63	54.49	54.49	0.06	1.82	0.0	3.17	0.0	0.0	68.23	100.0	1.79977113827	35.47	79.48	23.7	11.66	55.78	8.72	0	2	0.581585433328	5.31494963715
GVTVNEWS-GVTVNews101207426.xml	1737	6.61	7.9	60.44	60.44	0.09	5.0	0.0	0.0	0.19	2.09	81.83	100.0	0.520355339724	51.53	31.72	12.09	39.38	19.63	28.75	0	2	0.2817210438	6.79160744405
ArchiveTVClassics-zfl6_512kb458.xml	1001	29.02	3.95	30.25	30.25	4.04	1.38	0.0	14.49	0.0	0.0	52.48	100.0	1.0479031458	34.02	48.53	12.42	21.55	36.11	29.57	0	2	1.46706440413	5.73892892878
ThatMediaShow-ThatMediaShowNov172008562.xml	358	46.59	0.0	37.8	37.8	1.07	4.79	0.0	16.13	1.75	0.0	69.18	100.0	1.40445054773	82.45	19.64	11.62	70.44	8.02	9.19	0	4	4.52545176492	6.80656337671
ArchiveTVClassics-ep9_512kb845.xml	1047	3.84	16.65	52.66	52.66	1.93	7.48	0.0	29.16	0.0	0.0	52.76	100.0	1.51430977122	33.84	71.95	21.44	12.34	50.51	15.51	0	3	0.91223480194	6.18355904036
ArchiveTVClassics-uk12archive_512kb475.xml	1016	5.38	6.61	66.16	66.16	0.95	1.22	0.0	4.37	0.0	0.0	74.45	100.0	1.65656581313	30.84	64.61	13.21	17.58	51.4	17.37	0	2	0.745938991878	5.39927655341
ArchiveTVClassics-BH16_Back_To_Californy_512kb345.xml	1497	11.51	1.86	75.74	75.74	0.09	0.81	0.0	0.0	26.47	16.91	45.22	100.0	1.01739885917	58.96	72.65	34.83	24.09	37.82	3.13	0	2	0.330208401662	5.8077417929
AlanTaylor925-MindOfObsession262.xml	1794	2.9	5.67	27.44	27.44	5.24	6.35	0.0	4.81	0.0	0.0	47.58	100.0	0.301388624785	63.71	58.25	25.55	38.06	32.7	3.49	0	0	0.00310709922459	0.0
Opiatefilms-SimonEmilyFHTAPromoHQ175.xml	144	16.93	18.49	0.0	0.0	10.4	0.0	0.0	11.34	0.0	0.0	48.76	100.0	4.82253086419	62.07	38.06	16.13	45.24	21.93	14.21	0	3	13.5030864197	7.35773328366
ArchiveTVClassics-ep2_512kb507.xml	1100	5.64	6.83	50.7	50.7	2.18	2.49	0.0	23.58	0.0	0.0	55.35	100.0	1.25619834711	22.8	71.31	10.69	12.06	60.62	16.43	0	2	0.867768595041	6.08016080889
ArchiveTVClassics-sj8_512kb159.xml	1146	5.23	1.21	66.86	66.86	1.87	3.97	0.0	13.72	0.0	0.0	67.34	100.0	1.42387666031	18.75	81.4	10.79	7.91	70.61	10.14	0	2	0.357872743498	6.01622323031
SceneStealers-IronManMovieReviewBySceneStealerscom872.xml	227	24.35	15.57	32.2	32.2	0.0	0.0	0.0	0.0	0.0	0.0	71.14	100.0	2.13472025461	65.32	36.96	10.9	54.16	26.06	7.82	0	2	5.62789885308	6.40338583073
AlanTaylor925-AloneShortFilm417.xml	328	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.81	0.0	0.0	0.0	100.0	0.0	19.03	95.55	17.73	0.5	77.82	0.11	0	1	3.06737061274	6.63555484577
ArchiveTVClassics-BH20_Jed_Throws_A_WingDing_512kb959.xml	1530	2.3	2.2	81.86	81.86	1.44	1.28	0.0	0.0	5.59	23.93	56.59	100.0	1.05514972874	57.41	72.92	33.86	23.45	39.06	3.37	0	3	0.435729847495	5.99177016472
Actorsandcrew-TheBigBreak844.xml	70	0.0	0.0	0.0	0.0	16.34	26.86	0.0	0.0	0.0	0.0	43.2	100.0	2.04081632653	48.29	78.0	29.29	17.59	48.71	1.41	0	0	2.04081632653	0.0
ArchiveTVClassics-radarmen_chapter9_512kb944.xml	802	6.63	22.3	33.45	33.45	5.19	1.8	0.0	7.57	0.0	0.0	71.85	100.0	1.52362236554	8.74	94.68	6.67	2.0	88.01	3.05	0	1	1.50807519854	6.75380420966
ArchiveTVClassics-ep5_512kb903.xml	1216	10.56	6.37	53.32	53.32	1.63	1.81	0.0	12.05	0.0	0.0	60.74	100.0	1.53517789127	30.41	71.09	17.06	13.31	54.04	15.47	0	2	0.72363010734	5.80554488351
ArchiveTVClassics-WS12King_of_the_World_512kb644.xml	1052	4.39	8.56	71.71	71.71	0.14	1.71	0.0	7.56	4.73	7.51	65.18	100.0	1.93366970753	35.54	92.63	30.67	4.78	61.96	2.26	0	1	0.334326070928	5.40303789302
ArchiveTVClassics-sj7_512kb136.xml	1122	7.54	8.49	47.35	47.35	3.84	4.48	0.0	11.05	0.0	0.0	62.37	100.0	1.56487809838	29.7	80.53	16.76	12.89	63.77	6.01	0	2	0.484556162442	5.72895636762
ArchiveTVClassics-radarmen_chapter4_512kb983.xml	802	9.12	23.47	18.21	18.21	0.72	6.32	0.0	27.45	0.0	0.0	52.46	100.0	1.07275452267	22.68	84.66	11.46	11.12	73.2	3.98	0	2	1.52362236554	6.11666572347
Coruway-BaldGuyOnClimateChange001743.xml	67	0.0	0.0	0.0	0.0	0.0	89.63	0.0	0.0	0.0	0.0	89.63	100.0	0.0	84.02	44.03	38.72	43.0	5.31	3.12	0	1	4.45533526399	5.58337784952
AlanTaylor925-LeithGalaDay623.xml	573	13.92	0.0	11.24	11.24	4.4	8.18	0.0	7.82	0.0	0.0	31.86	100.0	0.456858821487	24.86	80.05	13.7	11.06	66.35	8.51	0	0	0.0304572547658	0.0
ArchiveTVClassics-sj11_512kb185.xml	1175	13.28	4.29	58.64	58.64	2.49	0.0	0.0	11.46	0.0	0.0	69.55	100.0	1.47759167044	35.45	74.37	17.27	18.13	57.1	7.21	0	1	0.296966953373	5.14910235048
Adobedreamer-TheDocumentToolbar845.xml	864	20.83	11.36	21.22	21.22	0.0	10.88	0.0	0.0	0.0	11.35	82.86	100.0	0.160751028807	45.5	6.96	5.68	39.68	1.27	0.6	0	1	0.281314300412	4.98054801402
Avelx-AddingLamps611.xml	506	11.14	6.73	60.07	60.07	1.13	8.44	0.0	0.0	0.08	0.0	85.68	100.0	2.07002140324	83.43	26.64	15.14	68.13	11.51	4.9	0	0	0.390570076083	6.56796078606
Avelx-PreviewAndImageBrowser978.xml	280	0.0	0.0	96.51	96.51	0.0	0.0	0.0	0.0	0.37	6.38	86.45	100.0	5.73979591836	89.35	24.64	17.65	71.6	6.99	3.18	0	1	2.04081632653	2.65467830581
Adobedreamer-TheInsertBar208.xml	305	98.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26	0.0	94.79	100.0	0.107497984413	98.81	3.93	3.61	94.52	0.32	0.6	0	0	0.214995968826	2.17346784497
EconomyInCrisis-TheTradeWar121.xml	148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39	0.0	93.25	100.0	0.4565376187	94.4	15.0	11.44	81.96	3.56	1.35	0	1	0.913075237399	5.84828177953
AIMTV-SeymourHershUSIsFundingAlQaedaToCounterIran937.xml	2066	0.0	0.0	99.51	99.51	0.0	0.0	0.0	0.0	15.12	31.45	52.14	100.0	0.100741362717	93.22	20.73	17.63	75.52	3.11	3.27	0	2	0.171026034379	3.55271745108
Lauraflanders-GRITtvPresentsGaryLucasPlayingGeorgeGershwin792.xml	162	0.0	0.0	0.0	0.0	0.0	9.73	0.0	9.73	0.0	0.0	0.0	100.0	0.0	23.72	87.78	13.23	9.57	74.55	0.24	0	0	0.0	0.0
Politicallunch-PoliticalLunch011508597.xml	234	95.14	0.0	0.0	0.0	3.27	0.0	0.0	0.0	0.0	3.65	94.32	100.0	0.547885163269	4.65	0.94	0.56	3.65	0.38	0.06	1	1	1.27839871429	1.06619490141
Politicallunch-PoliticalLunchFlashbackANorthKoreaClassic764.xml	270	3.98	0.0	95.02	95.02	0.0	0.0	0.0	0.0	0.33	5.82	92.41	100.0	3.01783264746	91.48	8.96	7.58	83.24	1.38	2.2	0	5	1.23456790123	5.44235623945
Lauraflanders-GRITtvRoundtableRebeccaWeberJoanMinieri973.xml	973	0.0	0.0	94.52	94.52	1.01	0.0	0.0	0.0	16.0	1.21	77.08	100.0	0.443632760801	94.85	16.95	14.01	80.71	2.94	1.82	0	3	0.591510347734	5.14608021408
CelticChristianityToday-CelticChristianityHomilyRepentOrTheTimeIsNearPart1By246.xml	626	12.83	23.29	17.99	17.99	0.27	12.5	0.0	0.0	2.7	0.0	89.28	100.0	0.280701038083	90.28	20.43	17.0	73.02	3.43	2.16	0	1	0.612438628546	6.12000035728
Lauraflanders-GRITtvJuly92008369.xml	3482	0.67	6.12	82.49	82.49	0.85	1.88	0.0	0.0	22.12	29.01	39.82	100.0	0.144337944119	86.28	24.15	15.62	70.62	8.54	5.15	0	3	0.349710218894	6.33612540498
EconomyInCrisis-FundamentalFlawsInFreeTrade420.xml	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18	0.0	94.57	100.0	0.285967571278	95.88	13.96	11.39	83.7	2.57	0.8	0	0	0.0	0.0
EconomyInCrisis-EconomicIlliteracy922.xml	143	95.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.3	0.0	82.12	100.0	0.978042936084	82.74	23.92	7.81	74.39	16.11	0.5	0	1	4.40119321238	5.29300229805
Nitmeare-PresidentObamaSpeaksToTheMuslimWorldFromCairoEgypt675.xml	3346	3.09	1.23	73.98	73.98	1.91	0.33	0.0	0.51	0.0	0.0	76.66	100.0	0.815490496542	73.35	57.62	33.84	39.48	23.79	2.84	0	3	0.0616307166061	3.846355983
Lauraflanders-GRITtvRoundtableEricFonerBillHenningBillFletcherJrAndE402.xml	1269	0.0	0.0	99.57	99.57	0.0	0.0	0.0	0.0	1.77	54.22	43.0	100.0	0.198713207784	97.4	9.87	9.42	87.87	0.45	2.01	1	3	0.291860023932	5.56429417193
Politicallunch-PoliticalLunch052808490.xml	283	0.0	0.0	99.75	99.75	0.0	0.0	0.0	0.0	3.27	0.0	96.33	100.0	3.62097166901	93.46	3.39	2.65	90.2	0.74	2.45	0	4	1.37347201239	5.61114560688
Politicallunch-PoliticalLunch081208TuesdaySnack407.xml	285	0.0	70.58	3.16	3.16	3.08	0.0	0.0	0.26	0.0	0.0	76.58	100.0	1.47737765466	78.84	27.47	9.4	69.26	18.07	2.74	0	2	0.984918436442	5.25818020825
Hrocus-BradKlippert400.xml	31	0.0	0.0	0.0	0.0	0.0	96.39	0.0	0.0	0.0	0.0	96.39	100.0	0.0	87.46	38.39	35.92	49.39	2.46	5.12	0	0	31.2174817898	5.95652376682
EconomyInCrisis-FallingUSTaxRevenue222.xml	191	98.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	0.0	94.23	100.0	0.274115292892	95.29	10.37	7.77	86.77	2.59	1.29	0	0	0.274115292892	5.24196758517
EconomyInCrisis-EconomicBoomsOutsideTheUS964.xml	189	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	8.88	0.0	87.33	100.0	0.559894739788	87.52	19.74	8.28	78.44	11.46	0.66	0	0	0.0	0.0
Lauraflanders-GRITtvCommentaryLauraFlandersOnDelMartinsPassing980.xml	83	0.0	0.0	0.0	0.0	0.0	91.64	0.0	0.0	0.0	0.0	91.64	100.0	0.0	90.41	10.72	5.36	83.46	5.36	2.45	0	0	4.35476847148	6.63472535816
Politicallunch-PoliticalLunchFlashbackTheEarlyDaysOf10in3846.xml	228	0.0	0.0	98.78	98.78	0.0	0.0	0.0	0.0	1.71	3.6	92.92	100.0	4.80917205294	92.97	3.25	2.2	90.01	1.05	2.49	0	3	2.69313634964	6.23279666987
Politicallunch-PoliticalLunch010308IowaCaucusAfternoonReport704.xml	175	0.0	0.0	92.03	92.03	0.0	6.09	0.0	0.0	5.72	0.0	92.11	100.0	6.20408163263	5.76	0.91	0.8	4.56	0.11	0.7	0	3	2.28571428571	4.84377425445
Lauraflanders-GRITtvFeaturesChantixItMayBeHazardousToYourHealth994.xml	409	0.0	17.1	55.97	55.97	1.76	7.0	0.0	12.31	0.0	0.0	66.32	100.0	1.37493200065	24.54	10.54	6.12	18.18	4.42	1.31	0	2	1.01625408743	6.44593937459
Lauraflanders-GRITtvCommentaryMarthaBurk867.xml	100	0.0	0.0	0.0	0.0	0.0	89.54	0.0	0.0	0.0	0.0	89.54	100.0	0.0	94.93	16.4	15.86	77.02	0.54	0.48	1	1	1.0	0.0
Politicallunch-PoliticalLunch022309457.xml	285	0.0	0.0	99.79	99.79	0.0	0.0	0.0	0.0	4.35	0.0	95.21	100.0	2.46229609111	93.98	4.98	4.53	88.87	0.45	1.16	0	0	1.84672206833	6.43612588549
Lessig-LessigOnMcCainOnTech329.xml	1009	75.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.18	100.0	0.0	98.2	25.12	23.56	74.54	1.57	0.11	0	13	0.726857686176	9.50140103927
EconomyInCrisis-CollapsingInfrastructure400.xml	200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13	0.0	88.17	100.0	0.25	87.06	21.75	11.24	75.31	10.51	1.54	0	0	0.5	5.59889366076
Lauraflanders-GRITtvMediaRoundtableJune232008976.xml	1376	0.0	0.0	98.05	98.05	0.12	0.79	0.0	0.0	1.41	23.89	73.22	100.0	0.316894267172	96.01	10.84	9.23	86.7	1.61	2.05	0	3	0.871459234724	4.69344677217
Politicallunch-PoliticalLunch102808HowMcCainCouldWin278.xml	292	96.07	0.0	0.0	0.0	2.57	0.0	0.0	0.0	2.57	2.85	93.11	100.0	0.351848376805	94.71	2.19	2.1	92.01	0.09	2.37	1	2	0.703696753613	3.94326817056
Politicallunch-PoliticalLunch082708DayThreeInDenver940.xml	286	0.0	0.0	82.2	82.2	1.09	0.0	0.0	3.22	0.0	0.0	79.88	100.0	2.44510734021	77.05	21.99	4.66	72.21	17.34	5.1	0	2	1.46706440413	7.23554449553
EconomyInCrisis-WashingtonsSilentConspiracies129.xml	230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83	0.0	95.28	100.0	0.189035916824	95.92	11.26	9.18	86.04	2.08	1.4	0	1	0.756143667296	5.39468530385
Politicallunch-PoliticalLunchFlashbackGOPPrimaryDebate591.xml	687	5.51	0.0	87.29	87.29	1.35	1.99	0.0	0.0	23.66	70.87	0.0	100.0	0.974640283578	82.34	31.09	21.54	60.64	9.55	5.98	0	0	0.656822799802	4.68348222843
Lauraflanders-GRITtvSeptember112008593.xml	3481	5.23	1.46	75.72	75.72	0.82	9.51	0.0	0.0	27.81	53.02	11.22	100.0	0.122964067836	87.58	20.5	12.83	74.71	7.67	4.73	0	0	0.274812312681	6.4438614437
Politicallunch-PoliticalLunch041509OfTaxesAndTeaParties209.xml	264	0.0	0.0	96.62	96.62	2.27	0.0	0.0	0.0	5.15	0.0	93.37	100.0	2.5826446281	92.31	10.87	10.22	81.37	0.65	1.82	0	0	1.29132231405	4.45403791235
EconomyInCrisis-AmericasToughRoadToRecovery295.xml	207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.38	100.0	0.0	96.0	10.34	9.5	85.56	0.84	2.66	1	1	0.0	0.0
Cadem-2009CDPStateConventionSaturdayAfternoonSession454.xml	8077	1.27	0.77	14.54	14.54	0.62	3.96	0.0	19.14	0.0	0.0	3.97	100.0	0.0321898630473	23.01	10.42	6.01	16.99	4.41	1.43	0	3	0.0174744970828	6.81102030399
Lauraflanders-InterviewJamesPaulRECUT434.xml	547	0.0	0.0	98.62	98.62	0.0	0.0	0.0	0.0	0.0	11.46	86.69	100.0	0.868957818782	0.83	0.0	0.0	0.64	0.0	0.0	0	2	0.768693455077	3.83024899056
Lauraflanders-TheFWordAugust132008181.xml	103	0.0	0.0	0.0	0.0	0.0	92.91	0.0	0.0	0.0	0.0	92.91	100.0	0.0	94.86	5.73	5.62	88.03	0.1	1.49	0	0	1.88519181827	6.39151273886
EconomyInCrisis-ForeignBiddersLiningUpToPickApartDetroit536.xml	193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98	0.0	94.93	100.0	0.268463582915	94.3	12.44	9.51	84.02	2.92	2.09	0	1	0.536927165829	5.27828118099
Lauraflanders-GRITtvRoundtableNaomiKleinJeffMadrickAndBharaiviDesai969.xml	1529	0.0	0.0	99.35	99.35	0.0	0.0	0.0	0.0	0.19	54.11	44.75	100.0	0.209595092224	98.32	6.31	6.07	92.17	0.24	1.14	0	0	0.243814699118	4.61002123318
Mechbox-P90Disassembly757.xml	87	26.4	0.0	0.0	0.0	25.38	13.59	0.0	0.0	0.0	0.0	62.03	100.0	0.0	73.37	32.53	16.4	55.94	16.13	9.81	0	2	23.7812128418	7.06682809147
Golf-PeterKrauseImprovingBallFlightVideo999.xml	281	0.0	0.0	95.88	95.88	0.0	0.0	0.0	0.0	0.58	4.65	90.39	100.0	6.45888476591	92.72	18.29	15.42	76.5	2.87	4.29	0	2	3.29276478262	6.5032750972
Baert-LamocoEnduranceRace3817.xml	2276	9.89	5.49	51.1	51.1	5.83	7.37	0.0	11.85	0.0	0.0	66.81	100.0	0.480678648757	56.24	59.53	25.12	31.08	34.41	9.29	0	0	0.233582797187	6.27956397583
Sgallasch-wwwgmvcomau_GMV356DVD292.xml	124	0.0	0.0	0.0	0.0	9.98	24.35	0.0	34.34	0.0	0.0	0.0	100.0	1.95109261186	7.44	73.23	5.15	1.44	68.07	22.43	0	2	7.80437044745	6.98027675779
Thatsportsshow-ThatSportsShowBlazingShootingAndCrossDressing920.xml	235	0.0	0.0	95.1	95.1	2.72	0.0	0.0	0.0	0.0	5.33	92.46	100.0	0.905387052966	93.54	9.53	9.17	83.61	0.36	0.69	0	2	2.17292892711	7.99415761912
Golf-GolfTipStopTheThoughtProcessAndStartFeeling612.xml	16	0.0	0.0	0.0	0.0	20.44	0.0	0.0	0.0	0.0	0.0	20.44	100.0	0.0	49.0	71.25	33.25	12.4	38.0	5.1	0	0	234.375	7.63595094801
Golf-PerfectCurveShotsToTheGreenGolfTip751.xml	217	0.0	0.0	0.0	0.0	2.51	59.83	0.0	0.0	0.0	0.0	83.82	100.0	0.849455286797	85.91	61.34	48.64	36.09	12.69	1.1	0	3	4.45964025569	4.93562806922
TheEpicSeason-JesseCsincsak357.xml	57	0.0	0.0	0.0	0.0	7.81	0.0	0.0	0.0	0.0	0.0	7.81	100.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0	2	46.1680517082	7.83157442315
Ewevideos-PremiereBrutalityConfrontsCOmmissionerBaker785.xml	452	0.0	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.0	0.0	2.13	100.0	0.0	17.87	99.38	17.75	0.0	81.63	0.13	0	3	0.244733338555	3.99015582484
Austin5305-AzSkaterEpisode2KtrPartOne486.xml	414	0.0	0.0	0.0	0.0	1.63	0.0	0.0	1.63	0.0	0.0	0.0	100.0	0.0	3.09	97.85	1.97	0.94	95.88	0.09	0	2	5.134308852	7.46401897933
